png_original,webp_nuevo,kB_antes,kB_despues,dimension_original
/viñetas/psicologia/disociacion/disociacion1.png,/viñetas/psicologia/disociacion/disociacion1.webp,2819,290,1254x1254
/viñetas/psicologia/disociacion/disociacion2.png,/viñetas/psicologia/disociacion/disociacion2.webp,2634,210,1254x1254
/viñetas/psicologia/disociacion/disociacion3.png,/viñetas/psicologia/disociacion/disociacion3.webp,2654,213,1254x1254
/viñetas/psicologia/disociacion/disociacion4.png,/viñetas/psicologia/disociacion/disociacion4.webp,2705,251,1254x1254
