png_original,webp_nuevo,kB_antes,kB_despues,dimension_original
/recorrido/fisiologia/profundiza/cetosis/cetosis6.png,/recorrido/fisiologia/profundiza/cetosis/cetosis6.webp,3338,283,1254x1254
/recorrido/fisiologia/profundiza/envejecimiento/envejecimiento1.png,/recorrido/fisiologia/profundiza/envejecimiento/envejecimiento1.webp,2719,128,1254x1254
/recorrido/fisiologia/profundiza/envejecimiento/envejecimiento2.png,/recorrido/fisiologia/profundiza/envejecimiento/envejecimiento2.webp,2810,142,1254x1254
/recorrido/fisiologia/profundiza/envejecimiento/envejecimiento3.png,/recorrido/fisiologia/profundiza/envejecimiento/envejecimiento3.webp,3060,207,1254x1254
/recorrido/fisiologia/profundiza/envejecimiento/envejecimiento4.png,/recorrido/fisiologia/profundiza/envejecimiento/envejecimiento4.webp,3086,228,1254x1254
/recorrido/fisiologia/profundiza/envejecimiento/envejecimiento5.png,/recorrido/fisiologia/profundiza/envejecimiento/envejecimiento5.webp,3157,234,1254x1254
/recorrido/fisiologia/profundiza/envejecimiento/envejecimiento6.png,/recorrido/fisiologia/profundiza/envejecimiento/envejecimiento6.webp,252,136,1254x1254
/recorrido/fisiologia/profundiza/epigenetica/epigenetica1.png,/recorrido/fisiologia/profundiza/epigenetica/epigenetica1.webp,550,175,1254x1254
/recorrido/fisiologia/profundiza/epigenetica/epigenetica2.png,/recorrido/fisiologia/profundiza/epigenetica/epigenetica2.webp,513,157,1254x1254
/recorrido/fisiologia/profundiza/epigenetica/epigenetica3.png,/recorrido/fisiologia/profundiza/epigenetica/epigenetica3.webp,502,153,1254x1254
/recorrido/fisiologia/profundiza/epigenetica/epigenetica4.png,/recorrido/fisiologia/profundiza/epigenetica/epigenetica4.webp,563,175,1254x1254
/recorrido/fisiologia/profundiza/epigenetica/epigenetica5.png,/recorrido/fisiologia/profundiza/epigenetica/epigenetica5.webp,510,153,1254x1254
/recorrido/fisiologia/profundiza/estres/estres1.png,/recorrido/fisiologia/profundiza/estres/estres1.webp,613,220,1254x1254
/recorrido/fisiologia/profundiza/estres/estres2.png,/recorrido/fisiologia/profundiza/estres/estres2.webp,598,202,1254x1254
/recorrido/fisiologia/profundiza/estres/estres3.png,/recorrido/fisiologia/profundiza/estres/estres3.webp,597,203,1254x1254
/recorrido/fisiologia/profundiza/estres/estres4.png,/recorrido/fisiologia/profundiza/estres/estres4.webp,601,224,1254x1254
/recorrido/fisiologia/profundiza/estres/estres5.png,/recorrido/fisiologia/profundiza/estres/estres5.webp,663,241,1254x1254
/recorrido/fisiologia/profundiza/higado/higado1.png,/recorrido/fisiologia/profundiza/higado/higado1.webp,462,115,1254x1254
/recorrido/fisiologia/profundiza/higado/higado2.png,/recorrido/fisiologia/profundiza/higado/higado2.webp,420,103,1254x1254
/recorrido/fisiologia/profundiza/higado/higado3.png,/recorrido/fisiologia/profundiza/higado/higado3.webp,477,145,1254x1254
/recorrido/fisiologia/profundiza/higado/higado4.png,/recorrido/fisiologia/profundiza/higado/higado4.webp,484,135,1254x1254
/recorrido/fisiologia/profundiza/higado/higado5.png,/recorrido/fisiologia/profundiza/higado/higado5.webp,517,155,1254x1254
/recorrido/fisiologia/profundiza/homeostasis/homeostasis1.png,/recorrido/fisiologia/profundiza/homeostasis/homeostasis1.webp,2757,133,1254x1254
/recorrido/fisiologia/profundiza/homeostasis/homeostasis2.png,/recorrido/fisiologia/profundiza/homeostasis/homeostasis2.webp,2963,179,1254x1254
/recorrido/fisiologia/profundiza/homeostasis/homeostasis3.png,/recorrido/fisiologia/profundiza/homeostasis/homeostasis3.webp,2989,180,1254x1254
/recorrido/fisiologia/profundiza/homeostasis/homeostasis4.png,/recorrido/fisiologia/profundiza/homeostasis/homeostasis4.webp,2943,171,1254x1254
/recorrido/fisiologia/profundiza/hormonas/adrenalina.png,/recorrido/fisiologia/profundiza/hormonas/adrenalina.webp,286,49,1254x1254
/recorrido/fisiologia/profundiza/hormonas/cortisol.png,/recorrido/fisiologia/profundiza/hormonas/cortisol.webp,260,56,1254x1254
/recorrido/fisiologia/profundiza/hormonas/crecimiento.png,/recorrido/fisiologia/profundiza/hormonas/crecimiento.webp,167,35,1254x1254
/recorrido/fisiologia/profundiza/hormonas/estrogenos.png,/recorrido/fisiologia/profundiza/hormonas/estrogenos.webp,255,43,1254x1254
/recorrido/fisiologia/profundiza/hormonas/glucagon.png,/recorrido/fisiologia/profundiza/hormonas/glucagon.webp,2402,76,1254x1254
/recorrido/fisiologia/profundiza/hormonas/insulina.png,/recorrido/fisiologia/profundiza/hormonas/insulina.webp,2355,66,1254x1254
/recorrido/fisiologia/profundiza/hormonas/melatonina.png,/recorrido/fisiologia/profundiza/hormonas/melatonina.webp,366,78,1254x1254
/recorrido/fisiologia/profundiza/hormonas/progesterona.png,/recorrido/fisiologia/profundiza/hormonas/progesterona.webp,267,48,1254x1254
/recorrido/fisiologia/profundiza/hormonas/testosterona.png,/recorrido/fisiologia/profundiza/hormonas/testosterona.webp,308,62,1254x1254
/recorrido/fisiologia/profundiza/hormonas/tiroideas.png,/recorrido/fisiologia/profundiza/hormonas/tiroideas.webp,254,43,1254x1254
/recorrido/fisiologia/profundiza/inmunitario/anticuerpos.png,/recorrido/fisiologia/profundiza/inmunitario/anticuerpos.webp,629,229,1254x1254
/recorrido/fisiologia/profundiza/inmunitario/bcell.png,/recorrido/fisiologia/profundiza/inmunitario/bcell.webp,420,130,1254x1254
/recorrido/fisiologia/profundiza/inmunitario/citotoxic.png,/recorrido/fisiologia/profundiza/inmunitario/citotoxic.webp,521,179,1254x1254
/recorrido/fisiologia/profundiza/inmunitario/colaborador.png,/recorrido/fisiologia/profundiza/inmunitario/colaborador.webp,451,141,1254x1254
/recorrido/fisiologia/profundiza/inmunitario/dendritica.png,/recorrido/fisiologia/profundiza/inmunitario/dendritica.webp,430,121,1254x1254
/recorrido/fisiologia/profundiza/inmunitario/inflamacion.png,/recorrido/fisiologia/profundiza/inmunitario/inflamacion.webp,617,222,1254x1254
/recorrido/fisiologia/profundiza/inmunitario/killercells.png,/recorrido/fisiologia/profundiza/inmunitario/killercells.webp,483,159,1254x1254
/recorrido/fisiologia/profundiza/inmunitario/macrofagos.png,/recorrido/fisiologia/profundiza/inmunitario/macrofagos.webp,335,98,1254x1254
/recorrido/fisiologia/profundiza/inmunitario/neutrofilos.png,/recorrido/fisiologia/profundiza/inmunitario/neutrofilos.webp,358,114,1254x1254
/recorrido/fisiologia/profundiza/inmunitario/tcell.png,/recorrido/fisiologia/profundiza/inmunitario/tcell.webp,373,100,1254x1254
/recorrido/fisiologia/profundiza/metabolismo/metabolismo1.png,/recorrido/fisiologia/profundiza/metabolismo/metabolismo1.webp,433,129,1254x1254
/recorrido/fisiologia/profundiza/metabolismo/metabolismo2.png,/recorrido/fisiologia/profundiza/metabolismo/metabolismo2.webp,535,169,1254x1254
/recorrido/fisiologia/profundiza/metabolismo/metabolismo3.png,/recorrido/fisiologia/profundiza/metabolismo/metabolismo3.webp,491,146,1254x1254
/recorrido/fisiologia/profundiza/metabolismo/metabolismo4.png,/recorrido/fisiologia/profundiza/metabolismo/metabolismo4.webp,512,159,1254x1254
/recorrido/fisiologia/profundiza/metabolismo/metabolismo5.png,/recorrido/fisiologia/profundiza/metabolismo/metabolismo5.webp,570,181,1254x1254
/recorrido/fisiologia/profundiza/metabolismo/metabolismo6.png,/recorrido/fisiologia/profundiza/metabolismo/metabolismo6.webp,564,181,1254x1254
/recorrido/fisiologia/profundiza/metabolismo/metabolismo7.png,/recorrido/fisiologia/profundiza/metabolismo/metabolismo7.webp,569,185,1254x1254
/recorrido/fisiologia/profundiza/musculo/actinamiosina.png,/recorrido/fisiologia/profundiza/musculo/actinamiosina.webp,182,92,1254x1254
/recorrido/fisiologia/profundiza/musculo/miostatina.png,/recorrido/fisiologia/profundiza/musculo/miostatina.webp,159,78,1254x1254
/recorrido/fisiologia/profundiza/nerviosoenterico/enterico1.png,/recorrido/fisiologia/profundiza/nerviosoenterico/enterico1.webp,533,184,1254x1254
/recorrido/fisiologia/profundiza/nerviosoenterico/enterico2.png,/recorrido/fisiologia/profundiza/nerviosoenterico/enterico2.webp,514,169,1254x1254
/recorrido/fisiologia/profundiza/nerviosoenterico/enterico3.png,/recorrido/fisiologia/profundiza/nerviosoenterico/enterico3.webp,465,146,1254x1254
/recorrido/fisiologia/profundiza/nerviosoenterico/enterico4.png,/recorrido/fisiologia/profundiza/nerviosoenterico/enterico4.webp,483,158,1254x1254
/recorrido/fisiologia/profundiza/nerviosoenterico/enterico5.png,/recorrido/fisiologia/profundiza/nerviosoenterico/enterico5.webp,514,174,1254x1254
/recorrido/fisiologia/profundiza/nerviosoenterico/enterico6.png,/recorrido/fisiologia/profundiza/nerviosoenterico/enterico6.webp,466,142,1254x1254
/recorrido/fisiologia/profundiza/nerviovago/nerviovago1.png,/recorrido/fisiologia/profundiza/nerviovago/nerviovago1.webp,508,162,1254x1254
/recorrido/fisiologia/profundiza/nerviovago/nerviovago2.png,/recorrido/fisiologia/profundiza/nerviovago/nerviovago2.webp,620,225,1254x1254
/recorrido/fisiologia/profundiza/nerviovago/nerviovago3.png,/recorrido/fisiologia/profundiza/nerviovago/nerviovago3.webp,514,174,1254x1254
/recorrido/fisiologia/profundiza/nerviovago/nerviovago4.png,/recorrido/fisiologia/profundiza/nerviovago/nerviovago4.webp,571,187,1254x1254
/recorrido/fisiologia/profundiza/nerviovago/nerviovago5.png,/recorrido/fisiologia/profundiza/nerviovago/nerviovago5.webp,584,202,1254x1254
/recorrido/fisiologia/profundiza/neurotransmisores/acetilcolina.png,/recorrido/fisiologia/profundiza/neurotransmisores/acetilcolina.webp,280,61,1254x1254
/recorrido/fisiologia/profundiza/neurotransmisores/dopamina.png,/recorrido/fisiologia/profundiza/neurotransmisores/dopamina.webp,384,87,1254x1254
/recorrido/fisiologia/profundiza/neurotransmisores/endorfinas.png,/recorrido/fisiologia/profundiza/neurotransmisores/endorfinas.webp,291,71,1254x1254
/recorrido/fisiologia/profundiza/neurotransmisores/gaba.png,/recorrido/fisiologia/profundiza/neurotransmisores/gaba.webp,561,166,1254x1254
/recorrido/fisiologia/profundiza/neurotransmisores/glutamato.png,/recorrido/fisiologia/profundiza/neurotransmisores/glutamato.webp,398,102,1254x1254
/recorrido/fisiologia/profundiza/neurotransmisores/noradrenalina.png,/recorrido/fisiologia/profundiza/neurotransmisores/noradrenalina.webp,364,87,1254x1254
/recorrido/fisiologia/profundiza/neurotransmisores/oxitocina.png,/recorrido/fisiologia/profundiza/neurotransmisores/oxitocina.webp,304,71,1254x1254
/recorrido/fisiologia/profundiza/neurotransmisores/serotonina.png,/recorrido/fisiologia/profundiza/neurotransmisores/serotonina.webp,294,64,1254x1254
/recorrido/fisiologia/profundiza/otro/ambiente.png,/recorrido/fisiologia/profundiza/otro/ambiente.webp,475,144,1254x1254
/recorrido/fisiologia/profundiza/otro/anabolismo.png,/recorrido/fisiologia/profundiza/otro/anabolismo.webp,453,126,1254x1254
/recorrido/fisiologia/profundiza/otro/atp.png,/recorrido/fisiologia/profundiza/otro/atp.webp,396,108,1254x1254
/recorrido/fisiologia/profundiza/otro/basal.png,/recorrido/fisiologia/profundiza/otro/basal.webp,433,104,1254x1254
/recorrido/fisiologia/profundiza/otro/factores.png,/recorrido/fisiologia/profundiza/otro/factores.webp,364,95,1254x1254
/recorrido/fisiologia/profundiza/otro/glucogeno.png,/recorrido/fisiologia/profundiza/otro/glucogeno.webp,458,133,1254x1254
/recorrido/fisiologia/profundiza/otro/glucolisis.png,/recorrido/fisiologia/profundiza/otro/glucolisis.webp,558,181,1254x1254
/recorrido/fisiologia/profundiza/otro/grasa-cetosis.png,/recorrido/fisiologia/profundiza/otro/grasa-cetosis.webp,480,137,1254x1254
/recorrido/fisiologia/profundiza/otro/herencia.png,/recorrido/fisiologia/profundiza/otro/herencia.webp,561,181,1254x1254
/recorrido/fisiologia/profundiza/otro/histonas.png,/recorrido/fisiologia/profundiza/otro/histonas.webp,372,95,1254x1254
/recorrido/fisiologia/profundiza/otro/metilacion.png,/recorrido/fisiologia/profundiza/otro/metilacion.webp,407,107,1254x1254
/recorrido/fisiologia/profundiza/otro/mitocondria.png,/recorrido/fisiologia/profundiza/otro/mitocondria.webp,537,173,1254x1254
/recorrido/fisiologia/profundiza/portadas/apoptosis.png,/recorrido/fisiologia/profundiza/portadas/apoptosis.webp,578,205,1254x1254
/recorrido/fisiologia/profundiza/portadas/cerebro.png,/recorrido/fisiologia/profundiza/portadas/cerebro.webp,2765,143,1254x1254
/recorrido/fisiologia/profundiza/portadas/cetosis.png,/recorrido/fisiologia/profundiza/portadas/cetosis.webp,572,194,1254x1254
/recorrido/fisiologia/profundiza/portadas/detoxificacionportada.png,/recorrido/fisiologia/profundiza/portadas/detoxificacionportada.webp,603,215,1254x1254
/recorrido/fisiologia/profundiza/portadas/envejecimiento.png,/recorrido/fisiologia/profundiza/portadas/envejecimiento.webp,583,200,1254x1254
/recorrido/fisiologia/profundiza/portadas/epigeneticaportada.png,/recorrido/fisiologia/profundiza/portadas/epigeneticaportada.webp,608,218,1254x1254
/recorrido/fisiologia/profundiza/portadas/estresportada.png,/recorrido/fisiologia/profundiza/portadas/estresportada.webp,618,232,1254x1254
/recorrido/fisiologia/profundiza/portadas/homeostasis.png,/recorrido/fisiologia/profundiza/portadas/homeostasis.webp,3272,275,1254x1254
/recorrido/fisiologia/profundiza/portadas/inmunitarioportada.png,/recorrido/fisiologia/profundiza/portadas/inmunitarioportada.webp,388,156,1254x1254
/recorrido/fisiologia/profundiza/portadas/menstruacion.png,/recorrido/fisiologia/profundiza/portadas/menstruacion.webp,521,172,1254x1254
/recorrido/fisiologia/profundiza/portadas/metabolismoportada.png,/recorrido/fisiologia/profundiza/portadas/metabolismoportada.webp,585,206,1254x1254
/recorrido/fisiologia/profundiza/portadas/musculoportada.png,/recorrido/fisiologia/profundiza/portadas/musculoportada.webp,182,92,1254x1254
/recorrido/fisiologia/profundiza/portadas/nerviovago.png,/recorrido/fisiologia/profundiza/portadas/nerviovago.webp,468,124,1254x1254
/recorrido/fisiologia/profundiza/portadas/portadahormonas.png,/recorrido/fisiologia/profundiza/portadas/portadahormonas.webp,429,120,1254x1254
/recorrido/fisiologia/profundiza/portadas/portadaneurotransmisores.png,/recorrido/fisiologia/profundiza/portadas/portadaneurotransmisores.webp,561,197,1254x1254
/recorrido/fisiologia/profundiza/portadas/regeneracion.png,/recorrido/fisiologia/profundiza/portadas/regeneracion.webp,617,233,1254x1254
/recorrido/fisiologia/profundiza/portadas/sistemaenterico.png,/recorrido/fisiologia/profundiza/portadas/sistemaenterico.webp,580,201,1254x1254
/recorrido/fisiologia/profundiza/regeneracion/regeneracion1.png,/recorrido/fisiologia/profundiza/regeneracion/regeneracion1.webp,1054,94,727x727
/recorrido/fisiologia/profundiza/regeneracion/regeneracion2.png,/recorrido/fisiologia/profundiza/regeneracion/regeneracion2.webp,3170,237,1254x1254
/recorrido/fisiologia/profundiza/regeneracion/regeneracion3.png,/recorrido/fisiologia/profundiza/regeneracion/regeneracion3.webp,490,150,1254x1254
/recorrido/fisiologia/profundiza/regeneracion/regeneracion4.png,/recorrido/fisiologia/profundiza/regeneracion/regeneracion4.webp,440,125,1254x1254
/recorrido/fisiologia/profundiza/regeneracion/regeneracion5.png,/recorrido/fisiologia/profundiza/regeneracion/regeneracion5.webp,485,147,1254x1254
/recorrido/fisiologia/profundiza/regla/regla1.png,/recorrido/fisiologia/profundiza/regla/regla1.webp,550,176,1254x1254
/recorrido/fisiologia/profundiza/regla/regla2.png,/recorrido/fisiologia/profundiza/regla/regla2.webp,585,211,1254x1254
/recorrido/fisiologia/profundiza/regla/regla3.png,/recorrido/fisiologia/profundiza/regla/regla3.webp,595,212,1254x1254
/recorrido/fisiologia/profundiza/regla/regla4.png,/recorrido/fisiologia/profundiza/regla/regla4.webp,531,179,1254x1254
/recorrido/fisiologia/profundiza/regla/regla5.png,/recorrido/fisiologia/profundiza/regla/regla5.webp,585,204,1254x1254
/recorrido/fisiologia/profundiza/regla/regla6.png,/recorrido/fisiologia/profundiza/regla/regla6.webp,590,214,1254x1254
/recorrido/fisiologia/sistemas/cardiovascular.png,/recorrido/fisiologia/sistemas/cardiovascular.webp,467,150,1254x1254
/recorrido/fisiologia/sistemas/digestivo.png,/recorrido/fisiologia/sistemas/digestivo.webp,400,128,1254x1254
/recorrido/fisiologia/sistemas/endocrino.png,/recorrido/fisiologia/sistemas/endocrino.webp,416,123,1254x1254
/recorrido/fisiologia/sistemas/linfatico.png,/recorrido/fisiologia/sistemas/linfatico.webp,502,154,1254x1254
/recorrido/fisiologia/sistemas/muscular.png,/recorrido/fisiologia/sistemas/muscular.webp,515,166,1254x1254
/recorrido/fisiologia/sistemas/nervioso.png,/recorrido/fisiologia/sistemas/nervioso.webp,400,132,1254x1254
/recorrido/fisiologia/sistemas/oseo.png,/recorrido/fisiologia/sistemas/oseo.webp,525,166,1254x1254
/recorrido/fisiologia/sistemas/reproductor.png,/recorrido/fisiologia/sistemas/reproductor.webp,418,141,1254x1254
/recorrido/fisiologia/sistemas/respiratorio.png,/recorrido/fisiologia/sistemas/respiratorio.webp,385,122,1254x1254
/recorrido/fisiologia/sistemas/sensorial.png,/recorrido/fisiologia/sistemas/sensorial.webp,408,115,1254x1254
/recorrido/fisiologia/sistemas/tegumentario.png,/recorrido/fisiologia/sistemas/tegumentario.webp,500,164,1254x1254
/recorrido/fisiologia/sistemas/urinario.png,/recorrido/fisiologia/sistemas/urinario.webp,447,152,1254x1254
/recorrido/nutricion/bacterias/akkermansia.png,/recorrido/nutricion/bacterias/akkermansia.webp,361,97,1254x1254
/recorrido/nutricion/bacterias/bacteroides.png,/recorrido/nutricion/bacterias/bacteroides.webp,377,125,1254x1254
/recorrido/nutricion/bacterias/bifidobacterium.png,/recorrido/nutricion/bacterias/bifidobacterium.webp,353,99,1254x1254
/recorrido/nutricion/bacterias/ecoli.png,/recorrido/nutricion/bacterias/ecoli.webp,395,126,1254x1254
/recorrido/nutricion/bacterias/faecalibacterium.png,/recorrido/nutricion/bacterias/faecalibacterium.webp,319,92,1254x1254
/recorrido/nutricion/bacterias/lactobacillus.png,/recorrido/nutricion/bacterias/lactobacillus.webp,299,79,1254x1254
/recorrido/nutricion/hambre/hambre1.png,/recorrido/nutricion/hambre/hambre1.webp,505,162,1254x1254
/recorrido/nutricion/hambre/hambre2.png,/recorrido/nutricion/hambre/hambre2.webp,427,130,1254x1254
/recorrido/nutricion/hambre/hambre3.png,/recorrido/nutricion/hambre/hambre3.webp,511,159,1254x1254
/recorrido/nutricion/hambre/hambre4.png,/recorrido/nutricion/hambre/hambre4.webp,623,217,1254x1254
/recorrido/tcm/controlador/aguafuego.png,/recorrido/tcm/controlador/aguafuego.webp,671,236,1254x1254
/recorrido/tcm/controlador/fuegometal.png,/recorrido/tcm/controlador/fuegometal.webp,597,213,1254x1254
/recorrido/tcm/controlador/metalmadera.png,/recorrido/tcm/controlador/metalmadera.webp,657,252,1254x1254
/recorrido/tcm/controlador/tierraagua.png,/recorrido/tcm/controlador/tierraagua.webp,536,169,1254x1254
/recorrido/tcm/controlador/tierramadera.png,/recorrido/tcm/controlador/tierramadera.webp,589,208,1254x1254
/recorrido/tcm/elementos/elementos1.png,/recorrido/tcm/elementos/elementos1.webp,400,140,1254x1254
/recorrido/tcm/elementos/elementos2.png,/recorrido/tcm/elementos/elementos2.webp,432,146,1254x1254
/recorrido/tcm/elementos/elementos3.png,/recorrido/tcm/elementos/elementos3.webp,391,130,1254x1254
/recorrido/tcm/elementos/elementos4.png,/recorrido/tcm/elementos/elementos4.webp,368,122,1254x1254
/recorrido/tcm/fondos/agua.png,/recorrido/tcm/fondos/agua.webp,464,88,1672x941
/recorrido/tcm/fondos/controlador.png,/recorrido/tcm/fondos/controlador.webp,485,121,1535x1024
/recorrido/tcm/fondos/fuego.png,/recorrido/tcm/fondos/fuego.webp,445,94,1672x941
/recorrido/tcm/fondos/generador.png,/recorrido/tcm/fondos/generador.webp,420,108,1535x818
/recorrido/tcm/fondos/metal.png,/recorrido/tcm/fondos/metal.webp,463,93,1672x941
/recorrido/tcm/fondos/tierra.png,/recorrido/tcm/fondos/tierra.webp,449,92,1672x941
/recorrido/tcm/fondos/verde.png,/recorrido/tcm/fondos/verde.webp,525,112,1672x941
/recorrido/tcm/generador/aguamadera.png,/recorrido/tcm/generador/aguamadera.webp,709,277,1254x1254
/recorrido/tcm/generador/fuegotierra.png,/recorrido/tcm/generador/fuegotierra.webp,585,187,1254x1254
/recorrido/tcm/generador/maderafuego.png,/recorrido/tcm/generador/maderafuego.webp,620,226,1254x1254
/recorrido/tcm/generador/metalagua.png,/recorrido/tcm/generador/metalagua.webp,714,275,1254x1254
/recorrido/tcm/generador/tierrametal.png,/recorrido/tcm/generador/tierrametal.webp,603,205,1254x1254
/recorrido/tcm/icons/agua.png,/recorrido/tcm/icons/agua.webp,250,192,674x674
/recorrido/tcm/icons/fuego.png,/recorrido/tcm/icons/fuego.webp,230,164,708x707
/recorrido/tcm/icons/madera.png,/recorrido/tcm/icons/madera.webp,197,153,612x611
/recorrido/tcm/icons/metal.png,/recorrido/tcm/icons/metal.webp,199,152,674x674
/recorrido/tcm/icons/tierra.png,/recorrido/tcm/icons/tierra.webp,233,124,982x983
/recorrido/tcm/lengua/color-azul-purpura.png,/recorrido/tcm/lengua/color-azul-purpura.webp,470,134,1254x1254
/recorrido/tcm/lengua/color-normal.png,/recorrido/tcm/lengua/color-normal.webp,431,109,1254x1254
/recorrido/tcm/lengua/color-palida.png,/recorrido/tcm/lengua/color-palida.webp,405,99,1254x1254
/recorrido/tcm/lengua/color-purpura.png,/recorrido/tcm/lengua/color-purpura.webp,463,134,1254x1254
