png_original,webp_nuevo,kB_antes,kB_despues,dimension_original
/recorrido/nutricion/moleculas/hdl.png,/recorrido/nutricion/moleculas/hdl.webp,2699,152,1254x1254
/recorrido/nutricion/moleculas/ibuprofeno.png,/recorrido/nutricion/moleculas/ibuprofeno.webp,2416,72,1254x1254
/recorrido/nutricion/moleculas/ldl.png,/recorrido/nutricion/moleculas/ldl.webp,2708,136,1254x1254
/recorrido/nutricion/moleculas/marihuana.png,/recorrido/nutricion/moleculas/marihuana.webp,2462,84,1254x1254
/recorrido/nutricion/moleculas/paracetamol.png,/recorrido/nutricion/moleculas/paracetamol.webp,2432,77,1254x1254
/recorrido/nutricion/moleculas/tabaco.png,/recorrido/nutricion/moleculas/tabaco.webp,2655,113,1254x1254
/recorrido/nutricion/moleculas/vaper.png,/recorrido/nutricion/moleculas/vaper.webp,2446,86,1254x1254
