png_original,webp_nuevo,kB_antes,kB_despues,dimension_original
/capturasRecorrido/hinduismo/21.png,/capturasRecorrido/hinduismo/21.webp,57,44,677x737
/capturasRecorrido/hinduismo/22.png,/capturasRecorrido/hinduismo/22.webp,190,151,1365x676
/capturasRecorrido/hinduismo/23.png,/capturasRecorrido/hinduismo/23.webp,327,121,1877x857
/capturasRecorrido/hinduismo/24.png,/capturasRecorrido/hinduismo/24.webp,180,127,1257x717
/capturasRecorrido/hinduismo/25.png,/capturasRecorrido/hinduismo/25.webp,165,106,1230x708
/capturasRecorrido/hinduismo/26.png,/capturasRecorrido/hinduismo/26.webp,194,138,1263x712
/capturasRecorrido/hinduismo/3.png,/capturasRecorrido/hinduismo/3.webp,112,89,726x581
/capturasRecorrido/hinduismo/4.png,/capturasRecorrido/hinduismo/4.webp,175,130,1111x706
/capturasRecorrido/hinduismo/5.png,/capturasRecorrido/hinduismo/5.webp,66,52,575x761
/capturasRecorrido/hinduismo/6.png,/capturasRecorrido/hinduismo/6.webp,174,136,1022x725
/capturasRecorrido/hinduismo/7.png,/capturasRecorrido/hinduismo/7.webp,155,117,1230x747
/capturasRecorrido/hinduismo/8.png,/capturasRecorrido/hinduismo/8.webp,175,137,877x740
/capturasRecorrido/hinduismo/9.png,/capturasRecorrido/hinduismo/9.webp,79,56,752x685
/capturasRecorrido/psico/1.png,/capturasRecorrido/psico/1.webp,40,32,952x726
/capturasRecorrido/psico/10.png,/capturasRecorrido/psico/10.webp,100,80,825x732
/capturasRecorrido/psico/11.png,/capturasRecorrido/psico/11.webp,148,115,828x706
/capturasRecorrido/psico/12.png,/capturasRecorrido/psico/12.webp,120,89,1142x741
/capturasRecorrido/psico/13.png,/capturasRecorrido/psico/13.webp,90,69,743x653
/capturasRecorrido/psico/14.png,/capturasRecorrido/psico/14.webp,146,113,1320x727
/capturasRecorrido/psico/15.png,/capturasRecorrido/psico/15.webp,215,66,1903x865
/capturasRecorrido/psico/16.png,/capturasRecorrido/psico/16.webp,174,127,1290x678
/capturasRecorrido/psico/17.png,/capturasRecorrido/psico/17.webp,131,100,787x767
/capturasRecorrido/psico/18.png,/capturasRecorrido/psico/18.webp,128,99,802x738
/capturasRecorrido/psico/19.png,/capturasRecorrido/psico/19.webp,225,89,1855x803
/capturasRecorrido/psico/2.png,/capturasRecorrido/psico/2.webp,164,126,1118x676
/capturasRecorrido/psico/20.png,/capturasRecorrido/psico/20.webp,58,41,661x522
/capturasRecorrido/psico/3.png,/capturasRecorrido/psico/3.webp,120,94,707x610
/capturasRecorrido/psico/4.png,/capturasRecorrido/psico/4.webp,148,116,881x718
/capturasRecorrido/psico/5.png,/capturasRecorrido/psico/5.webp,39,30,490x412
/capturasRecorrido/psico/6.png,/capturasRecorrido/psico/6.webp,165,124,1090x692
/capturasRecorrido/psico/7.png,/capturasRecorrido/psico/7.webp,165,129,1085x832
/capturasRecorrido/psico/8.png,/capturasRecorrido/psico/8.webp,143,109,1008x688
/capturasRecorrido/psico/9.png,/capturasRecorrido/psico/9.webp,140,107,997x637
/miniaturas/fisio/ChatGPT Image Jul 1, 2026, 08_08_43 AM.png,/miniaturas/fisio/ChatGPT Image Jul 1, 2026, 08_08_43 AM.webp,241,122,1086x1448
/miniaturas/fisio/atomos.png,/miniaturas/fisio/atomos.webp,192,106,1086x1448
/miniaturas/fisio/cancer.png,/miniaturas/fisio/cancer.webp,226,106,1086x1448
/miniaturas/fisio/celular.png,/miniaturas/fisio/celular.webp,294,168,1086x1448
/miniaturas/fisio/mente.png,/miniaturas/fisio/mente.webp,225,112,1086x1448
/miniaturas/fisio/portadacorrer.png,/miniaturas/fisio/portadacorrer.webp,244,141,1086x1448
/miniaturas/nutri/keto.png,/miniaturas/nutri/keto.webp,204,115,1122x1402
/libros/img/anatomy.png,/libros/img/anatomy.webp,46,37,419x427
/libros/img/ayurveda.png,/libros/img/ayurveda.webp,27,22,241x220
/libros/img/book.png,/libros/img/book.webp,39,32,301x301
/libros/img/cabala.png,/libros/img/cabala.webp,96,81,433x433
/libros/img/filo.png,/libros/img/filo.webp,39,31,375x380
/libros/img/filosofia.png,/libros/img/filosofia.webp,22,18,370x377
/libros/img/fisioAnatomiaLibro.png,/libros/img/fisioAnatomiaLibro.webp,204,163,715x728
/libros/img/fisiologia(pago).png,/libros/img/fisiologia(pago).webp,64,53,358x373
/libros/img/fitoterapia.png,/libros/img/fitoterapia.webp,24,20,211x211
/libros/img/historyastrology.png,/libros/img/historyastrology.webp,234,180,1024x1024
/libros/img/inmune.png,/libros/img/inmune.webp,22,19,284x284
/libros/img/integrativo.png,/libros/img/integrativo.webp,5,4,140x140
/libros/img/neurotransmisores.png,/libros/img/neurotransmisores.webp,49,39,475x475
/libros/img/proteins.png,/libros/img/proteins.webp,106,89,795x712
/libros/img/psicosomatica.png,/libros/img/psicosomatica.webp,6,5,261x261
/libros/img/psychopathology.png,/libros/img/psychopathology.webp,18,14,451x392
/libros/img/taofisica.png,/libros/img/taofisica.webp,28,23,471x471
/libros/img/tcm.png,/libros/img/tcm.webp,65,51,429x431
/libros/img/tonguediagnosis.png,/libros/img/tonguediagnosis.webp,28,22,337x337
/libros/img/traumas.png,/libros/img/traumas.webp,14,11,201x213
/img/alimentos/limon.png,/img/alimentos/limon.webp,47,36,433x521
/img/astrologia/arqyoutube.png,/img/astrologia/arqyoutube.webp,160,75,1919x1080
/img/astrologia/astro.png,/img/astrologia/astro.webp,197,96,1919x1080
/img/astrologia/cartastralej.png,/img/astrologia/cartastralej.webp,73,60,942x906
/img/astrologia/curso0.png,/img/astrologia/curso0.webp,222,114,1574x820
/img/ayurveda/ayucurso1.png,/img/ayurveda/ayucurso1.webp,231,110,1536x883
/img/ayurveda/chakras.png,/img/ayurveda/chakras.webp,265,127,1672x941
/img/cabala/cabala.png,/img/cabala/cabala.webp,189,64,1944x1094
/img/extras/flor.png,/img/extras/flor.webp,83,74,499x496
/img/extras/jabones.png,/img/extras/jabones.webp,32,26,446x303
/img/icono/iconoFondo.png,/img/icono/iconoFondo.webp,13,11,328x333
/img/icono/life.png,/img/icono/life.webp,72,27,499x499
/img/icono/life_old.png,/img/icono/life_old.webp,52,43,550x453
/img/icono/noImg.png,/img/icono/noImg.webp,1,1,225x225
/img/me/me.png,/img/me/me.webp,187,98,1595x986
/img/me/me2.png,/img/me/me2.webp,248,136,1513x936
/img/me/me3.png,/img/me/me3.webp,152,115,1270x1239
/img/np/depresion.png,/img/np/depresion.webp,179,105,1621x970
/img/np/esenciales.png,/img/np/esenciales.webp,198,107,1672x941
/img/np/padresheridos.png,/img/np/padresheridos.webp,257,122,1672x941
/img/nutri/microbiota.png,/img/nutri/microbiota.webp,225,111,1672x941
/img/nutri/microbiotaRecursos/estrobolome.png,/img/nutri/microbiotaRecursos/estrobolome.webp,40,34,576x698
/img/nutri/nutriFotoCurso1.png,/img/nutri/nutriFotoCurso1.webp,327,158,1921x1080
/img/plantas/Canela.png,/img/plantas/Canela.webp,81,65,464x517
/img/plantas/Curcuma.png,/img/plantas/Curcuma.webp,84,67,430x529
/img/plantas/Jengibre.png,/img/plantas/Jengibre.webp,24,19,348x340
/img/plantas/Laurel.png,/img/plantas/Laurel.webp,45,36,468x516
/img/plantas/Manzanilla.png,/img/plantas/Manzanilla.webp,33,27,476x524
/img/plantas/Oregano.png,/img/plantas/Oregano.webp,71,57,484x525
/img/plantas/Perejil.png,/img/plantas/Perejil.webp,53,42,485x529
/img/plantas/Pimienta.png,/img/plantas/Pimienta.webp,39,30,466x521
/img/plantas/Tomillo.png,/img/plantas/Tomillo.webp,110,92,488x531
