png_original,webp_nuevo,kB_antes,kB_despues,dimension_original
/recorrido/cultura/historiageneral/al-qarawiyyin.png,/recorrido/cultura/historiageneral/al-qarawiyyin.webp,2729,137,1254x1254
/recorrido/cultura/historiageneral/alejandro-magno.png,/recorrido/cultura/historiageneral/alejandro-magno.webp,3233,299,1254x1254
/recorrido/cultura/historiageneral/atentados-11s.png,/recorrido/cultura/historiageneral/atentados-11s.webp,3301,302,1254x1254
/recorrido/cultura/historiageneral/avion.png,/recorrido/cultura/historiageneral/avion.webp,3262,308,1254x1254
/recorrido/cultura/historiageneral/bomba-atomica.png,/recorrido/cultura/historiageneral/bomba-atomica.webp,3062,224,1254x1254
/recorrido/cultura/historiageneral/caida-roma-occidente.png,/recorrido/cultura/historiageneral/caida-roma-occidente.webp,3305,283,1254x1254
/recorrido/cultura/historiageneral/carlomagno.png,/recorrido/cultura/historiageneral/carlomagno.webp,3411,330,1254x1254
/recorrido/cultura/historiageneral/carrera-espacial.png,/recorrido/cultura/historiageneral/carrera-espacial.webp,3339,308,1254x1254
/recorrido/cultura/historiageneral/cisma-oriente.png,/recorrido/cultura/historiageneral/cisma-oriente.webp,3261,296,1254x1254
/recorrido/cultura/historiageneral/cleopatra.png,/recorrido/cultura/historiageneral/cleopatra.webp,2561,156,1254x1254
/recorrido/cultura/historiageneral/guerra-secesion.png,/recorrido/cultura/historiageneral/guerra-secesion.webp,3196,258,1254x1254
/recorrido/cultura/historiageneral/julio-cesar.png,/recorrido/cultura/historiageneral/julio-cesar.webp,3200,269,1254x1254
/recorrido/cultura/historiageneral/neandertales.png,/recorrido/cultura/historiageneral/neandertales.webp,3154,243,1254x1254
/recorrido/cultura/historiageneral/revolucion-neolitica.png,/recorrido/cultura/historiageneral/revolucion-neolitica.webp,3359,317,1254x1254
/recorrido/cultura/historiareligion/secularizacion.png,/recorrido/cultura/historiareligion/secularizacion.webp,3220,273,1254x1254
/recorrido/cultura/historiareligion/sijismo.png,/recorrido/cultura/historiareligion/sijismo.webp,2883,194,1254x1254
/recorrido/cultura/historiareligion/sintoismo.png,/recorrido/cultura/historiareligion/sintoismo.webp,3349,307,1254x1254
/recorrido/cultura/historiafilosofia/montesquieu.png,/recorrido/cultura/historiafilosofia/montesquieu.webp,2886,203,1254x1254
/recorrido/cultura/historiafilosofia/pascal.png,/recorrido/cultura/historiafilosofia/pascal.webp,2842,201,1254x1254
/recorrido/cultura/historiafilosofia/rousseau.png,/recorrido/cultura/historiafilosofia/rousseau.webp,3074,253,1254x1254
/recorrido/cultura/historiafilosofia/voltaire.png,/recorrido/cultura/historiafilosofia/voltaire.webp,2823,192,1254x1254
/recorrido/cultura/portadas/historiaciencia.png,/recorrido/cultura/portadas/historiaciencia.webp,2629,207,1254x1254
