png_original,webp_nuevo,kB_antes,kB_despues,dimension_original
/viñetas/astrologia/historia/alejandro.png,/viñetas/astrologia/historia/alejandro.webp,3052,253,1254x1254
/viñetas/astrologia/historia/astrologosdelrey.png,/viñetas/astrologia/historia/astrologosdelrey.webp,2907,232,1254x1254
/viñetas/astrologia/historia/cortes.png,/viñetas/astrologia/historia/cortes.webp,2895,229,1254x1254
/viñetas/astrologia/historia/grecia.png,/viñetas/astrologia/historia/grecia.webp,2695,166,1254x1254
/viñetas/astrologia/historia/mesopotamia.png,/viñetas/astrologia/historia/mesopotamia.webp,2605,147,1254x1254
/viñetas/astrologia/historia/nobleza.png,/viñetas/astrologia/historia/nobleza.webp,2750,192,1254x1254
/viñetas/astrologia/historia/roma.png,/viñetas/astrologia/historia/roma.webp,2856,218,1254x1254
/viñetas/astrologia/historia/universidades.png,/viñetas/astrologia/historia/universidades.webp,2667,171,1254x1254
/viñetas/astrologia/historia/zodiaco.png,/viñetas/astrologia/historia/zodiaco.webp,2939,223,1254x1254
