png_original,webp_nuevo,kB_antes,kB_despues,dimension_original
/viñetas/hinduismo/chakras/comic/1.png,/viñetas/hinduismo/chakras/comic/1.webp,2948,158,1122x1402
/viñetas/hinduismo/chakras/comic/2.png,/viñetas/hinduismo/chakras/comic/2.webp,3049,218,1254x1254
/viñetas/hinduismo/chakras/comic/3.png,/viñetas/hinduismo/chakras/comic/3.webp,2969,182,1254x1254
/viñetas/hinduismo/chakras/comic/4.png,/viñetas/hinduismo/chakras/comic/4.webp,3119,224,1254x1254
/viñetas/hinduismo/chakras/unoporuno/1.png,/viñetas/hinduismo/chakras/unoporuno/1.webp,3177,248,1254x1254
/viñetas/hinduismo/chakras/unoporuno/2.png,/viñetas/hinduismo/chakras/unoporuno/2.webp,3064,232,1254x1254
/viñetas/hinduismo/chakras/unoporuno/3.png,/viñetas/hinduismo/chakras/unoporuno/3.webp,3035,204,1254x1254
/viñetas/hinduismo/chakras/unoporuno/4.png,/viñetas/hinduismo/chakras/unoporuno/4.webp,3140,236,1254x1254
/viñetas/hinduismo/chakras/unoporuno/5.png,/viñetas/hinduismo/chakras/unoporuno/5.webp,3195,242,1254x1254
/viñetas/hinduismo/chakras/unoporuno/6.png,/viñetas/hinduismo/chakras/unoporuno/6.webp,3140,236,1254x1254
/viñetas/hinduismo/chakras/unoporuno/7.png,/viñetas/hinduismo/chakras/unoporuno/7.webp,3156,235,1254x1254
/viñetas/hinduismo/chakras/unoporuno/fotopantalla.png,/viñetas/hinduismo/chakras/unoporuno/fotopantalla.webp,3119,224,1254x1254
