ruta,bytes_antes,bytes_despues,medidas_antes,medidas_despues
recorrido/tcm/taoismo/fan.webp,215724,94934,1000x1000,900x900
recorrido/tcm/taoismo/ziran.webp,244040,114632,1000x1000,900x900
viñetas/astrologia/astro/mapa2.webp,206474,102274,1000x1000,900x900
viñetas/astrologia/historia/alandalus.webp,225606,105382,1000x1000,900x900
viñetas/astrologia/historia/alejandro.webp,259540,134528,1000x1000,900x900
viñetas/astrologia/historia/astrologosdelrey.webp,237512,111188,1000x1000,900x900
viñetas/astrologia/historia/cortes.webp,234302,112550,1000x1000,900x900
viñetas/astrologia/historia/jung.webp,212338,92144,1000x1000,900x900
viñetas/astrologia/historia/pausaqarawiyyin.webp,224598,105012,1000x1000,900x900
viñetas/astrologia/historia/roma.webp,223128,111636,1000x1000,900x900
viñetas/astrologia/historia/zodiaco.webp,228654,111684,1000x1000,900x900
viñetas/astrologia/portadacasas.webp,215130,106270,1000x1000,900x900
viñetas/astrologia/portadaplanetas.webp,242054,111824,1000x1000,900x900
viñetas/astrologia/portadasignos.webp,272616,135020,1000x1000,900x900
viñetas/cabala/historia/cabalahistoria2.webp,219720,113218,1000x1000,900x900
viñetas/comicInicioSegunCiencia/inicio5.webp,283804,35126,1254x1254,900x900
viñetas/comicInicioSegunCiencia/inicio7.webp,233050,122386,1000x1000,900x900
viñetas/comicInicio/viñeta1.webp,220890,108814,1000x1000,900x900
viñetas/comicInicio/viñeta14.webp,206090,102874,1000x1000,900x900
viñetas/elMapa/comicinicioayurveda.webp,218272,116888,1000x1000,900x900
viñetas/elMapa/comiciniciocultura.webp,242692,117480,1000x1000,900x900
viñetas/elMapa/comiciniciodescubrimiento.webp,280254,139230,1000x1000,900x900
viñetas/elMapa/comiciniciofinal.webp,273998,130034,1000x1000,900x900
viñetas/elMapa/comiciniciopsico.webp,211832,104406,1000x1000,900x900
viñetas/fisiologia/cancer/cancer1.webp,320992,166374,1000x1000,900x900
viñetas/fisiologia/cancer/cancer2.webp,268218,133098,1000x1000,900x900
viñetas/fisiologia/cancer/cancer3.webp,312082,163682,1000x1000,900x900
viñetas/fisiologia/cancer/cancer4.webp,338250,183512,1000x1000,900x900
viñetas/fisiologia/cancer/cancer5.webp,311510,156908,1000x1000,900x900
viñetas/fisiologia/cancer/cancer6.webp,352838,193344,1000x1000,900x900
viñetas/fisiologia/celulas/bazo/macrofagoesplenico.webp,244892,135876,1000x1000,900x900
viñetas/fisiologia/celulas/cerebro/astrocitos.webp,204964,100760,1000x923,900x831
viñetas/fisiologia/celulas/cerebro/endotelialcerebral.webp,247100,122026,1000x1000,900x900
viñetas/fisiologia/celulas/cerebro/neuronas.webp,210416,105732,1000x1000,900x900
viñetas/fisiologia/celulas/conectivo/fibroblastos.webp,252580,139058,1000x914,900x823
viñetas/fisiologia/celulas/corazon/cardiomiocitos.webp,215210,113176,1000x1000,900x900
viñetas/fisiologia/celulas/corazon/purkinje.webp,230050,109332,1000x1000,900x900
viñetas/fisiologia/celulas/estomago/parietal.webp,205944,92634,1000x1000,900x900
viñetas/fisiologia/celulas/estomago/principal.webp,230236,103342,1000x1000,900x900
viñetas/fisiologia/celulas/grasa/marron.webp,251962,135892,1000x1000,900x900
viñetas/fisiologia/celulas/higado/hepatocitos.webp,253986,141484,1000x1000,900x900
viñetas/fisiologia/celulas/huesos/osteoblastos.webp,241430,126224,1000x1000,900x900
viñetas/fisiologia/celulas/huesos/osteoclastos.webp,236656,123582,1000x800,900x720
viñetas/fisiologia/celulas/intestino/caliciformes.webp,206186,103528,1000x1000,900x900
viñetas/fisiologia/celulas/intestino/enterocitos.webp,229912,116582,1000x1000,900x900
viñetas/fisiologia/celulas/intestino/madreintestinal.webp,229968,115626,1000x1000,900x900
viñetas/fisiologia/celulas/intestino/paneth.webp,237848,125178,1000x1000,900x900
viñetas/fisiologia/celulas/lengua/basalgusto.webp,223936,111720,1000x1000,900x900
viñetas/fisiologia/celulas/musculo/satelite.webp,210722,103104,1000x1000,900x900
viñetas/fisiologia/celulas/piel/endoteliales.webp,254376,135842,1000x922,900x830
viñetas/fisiologia/celulas/piel/langerhans.webp,226302,116182,1000x1000,900x900
viñetas/fisiologia/celulas/piel/melanocitos.webp,205388,102338,1000x1000,900x900
viñetas/fisiologia/celulas/piel/merkel.webp,228668,115138,1000x1000,900x900
viñetas/fisiologia/celulas/rinones/tubulodistal.webp,218868,108000,1000x1000,900x900
viñetas/fisiologia/celulas/rinones/tubuloproximal.webp,232378,117152,1000x1000,900x900
viñetas/fisiologia/celulas/sangre/bcells.webp,213358,115316,1000x1000,900x900
viñetas/fisiologia/celulas/sangre/neutrofilos.webp,244000,140860,1000x1000,900x900
viñetas/fisiologia/celulas/tiroides/tirocito.webp,240296,117986,1000x1000,900x900
viñetas/fisiologia/celulas/vesicula/colangiocito.webp,222314,112566,1000x1000,900x900
viñetas/fisiologia/cigoto/cigoto7.webp,242532,109590,1000x1000,900x900
viñetas/fisiologia/estrellas/star3.webp,220782,117044,1000x1000,900x900
viñetas/fisiologia/estrellas/star6.webp,235268,125796,1000x1000,900x900
viñetas/fisiologia/reconstruccion/1.webp,292952,148634,1000x1000,900x900
viñetas/fisiologia/reconstruccion/2.webp,315862,163962,1000x1000,900x900
viñetas/fisiologia/reconstruccion/3.webp,244374,117478,1000x1000,900x900
viñetas/fisiologia/reconstruccion/4.webp,263032,127500,1000x1000,900x900
viñetas/hinduismo/chakras/comic/2.webp,223284,108736,1000x1000,900x900
viñetas/hinduismo/chakras/comic/4.webp,229054,107844,1000x1000,900x900
viñetas/hinduismo/chakras/unoporuno/1.webp,254150,123666,1000x1000,900x900
viñetas/hinduismo/chakras/unoporuno/2.webp,237902,119858,1000x1000,900x900
viñetas/hinduismo/chakras/unoporuno/3.webp,209130,91260,1000x1000,900x900
viñetas/hinduismo/chakras/unoporuno/4.webp,242088,111712,1000x1000,900x900
viñetas/hinduismo/chakras/unoporuno/5.webp,247624,121380,1000x1000,900x900
viñetas/hinduismo/chakras/unoporuno/6.webp,241968,110752,1000x1000,900x900
viñetas/hinduismo/chakras/unoporuno/7.webp,240472,108876,1000x1000,900x900
viñetas/hinduismo/chakras/unoporuno/fotopantalla.webp,229054,107844,1000x1000,900x900
viñetas/hinduismo/doshas/kapha.webp,546730,90466,1254x1254,900x900
viñetas/hinduismo/doshas/pitta.webp,599218,109724,1254x1254,900x900
viñetas/hinduismo/origen/origen9.webp,225048,119070,1000x1000,900x900
viñetas/nutricion/agua/agua1.webp,590210,111348,1254x1254,900x900
viñetas/nutricion/agua/agua2.webp,531750,106608,1254x1254,900x900
viñetas/nutricion/agua/agua4.webp,599132,104712,1254x1254,900x900
viñetas/nutricion/agua/aguadisuelve.webp,248644,129324,1000x1000,900x900
viñetas/nutricion/agua/aguaosmosis.webp,216070,103478,1000x1000,900x900
viñetas/nutricion/agua/aguaultima.webp,579178,82876,1254x1254,900x900
viñetas/nutricion/biologia/animal/animal1.webp,220626,106528,1000x1000,900x900
viñetas/nutricion/biologia/animal/animal2.webp,264574,132498,1000x1000,900x900
viñetas/nutricion/biologia/animal/animal3.webp,287572,137012,1000x1000,900x900
viñetas/nutricion/biologia/animal/animal4.webp,259192,134636,1000x1000,900x900
viñetas/nutricion/biologia/ciclos/fosforo.webp,236812,127738,1000x1000,900x900
viñetas/nutricion/biologia/fruta/fruta.webp,298472,154818,1000x1000,900x900
viñetas/nutricion/biologia/fruta/fruta1.webp,231104,111658,1000x1000,900x900
viñetas/nutricion/biologia/fruta/fruta2.webp,255370,124604,1000x1000,900x900
viñetas/nutricion/biologia/fruta/fruta3.webp,262778,138734,1000x1000,900x900
viñetas/nutricion/biologia/fruta/fruta4.webp,292532,152012,1000x1000,900x900
viñetas/nutricion/biologia/hoja/hoja.webp,215588,110400,1000x1000,900x900
viñetas/nutricion/biologia/hoja/hoja1.webp,288140,150260,1000x1000,900x900
viñetas/nutricion/biologia/hoja/hoja2.webp,254594,127648,1000x1000,900x900
viñetas/nutricion/biologia/hoja/hoja3.webp,239488,117332,1000x1000,900x900
viñetas/nutricion/biologia/hoja/hoja4.webp,274930,142386,1000x1000,900x900
viñetas/nutricion/biologia/planta/planta.webp,250700,136184,1000x1000,900x900
viñetas/nutricion/biologia/planta/planta1.webp,255410,131912,1000x1000,900x900
viñetas/nutricion/biologia/planta/planta2.webp,260682,132860,1000x1000,900x900
viñetas/nutricion/biologia/planta/planta3.webp,236706,119086,1000x1000,900x900
viñetas/nutricion/biologia/planta/planta4.webp,235886,119736,1000x1000,900x900
viñetas/nutricion/biologia/tierra/tierra.webp,235912,127784,1000x1000,900x900
viñetas/nutricion/biologia/tierra/tierra1.webp,224954,115688,1000x1000,900x900
viñetas/nutricion/biologia/tierra/tierra2.webp,306348,165174,1000x1000,900x900
viñetas/nutricion/biologia/tierra/tierra3.webp,257948,136604,1000x1000,900x900
viñetas/nutricion/biologia/tierra/tierra4.webp,276594,146586,1000x1000,900x900
viñetas/nutricion/biologia/tierra/tierra5.webp,323994,176764,1000x1000,900x900
viñetas/nutricion/biologia/tierra/tierra6.webp,265054,136772,1000x1000,900x900
viñetas/nutricion/calorias/calorias4.webp,274672,148648,1000x1000,900x900
viñetas/nutricion/calorias/calorias5.webp,235566,119966,1000x1000,900x900
viñetas/nutricion/calorias/calorias6.webp,230142,118496,1000x1000,900x900
viñetas/nutricion/calorias/calorias7.webp,251108,134268,1000x1000,900x900
viñetas/nutricion/calorias/calorias8.webp,217694,114084,1000x1000,900x900
viñetas/nutricion/carbohidratos/carbohidratos1.webp,215466,96296,1000x1000,900x900
viñetas/nutricion/carbohidratos/carbohidratos3.webp,251394,127518,1000x1000,900x900
viñetas/nutricion/carbohidratos/carbohidratos4.webp,244298,134024,1000x1000,900x900
viñetas/nutricion/edulcorantes/edulcorantes1.webp,222092,109254,1000x1000,900x900
viñetas/nutricion/edulcorantes/edulcorantes5.webp,231184,107518,1000x1000,900x900
viñetas/nutricion/edulcorantes/edulcorantes6.webp,258320,116336,1000x1000,900x900
viñetas/nutricion/etanol/etanol1.webp,243604,122540,1000x1000,900x900
viñetas/nutricion/etanol/etanol2.webp,234312,118598,1000x1000,900x900
viñetas/nutricion/etanol/etanol3.webp,243020,127140,1000x1000,900x900
viñetas/nutricion/etanol/etanol4.webp,270948,138890,1000x1000,900x900
viñetas/nutricion/fibra/fibra1.webp,658028,132040,1254x1254,900x900
viñetas/nutricion/fibra/fibra2.webp,667538,144748,1254x1254,900x900
viñetas/nutricion/fibra/fibra3.webp,224398,118684,1000x1000,900x900
viñetas/nutricion/fibra/fibra4.webp,232284,128552,1000x1000,900x900
viñetas/nutricion/fitoquimicos/fitoquimicos1.webp,471968,108456,1254x1254,900x900
viñetas/nutricion/fitoquimicos/fitoquimicos2.webp,616508,121564,1254x1254,900x900
viñetas/nutricion/fitoquimicos/fitoquimicos3.webp,684408,163274,1254x1254,900x900
viñetas/nutricion/fitoquimicos/fitoquimicos4.webp,721042,175198,1254x1254,900x900
viñetas/nutricion/grasas/grasas1.webp,578296,128318,1254x1254,900x900
viñetas/nutricion/grasas/grasas2.webp,555466,126258,1254x1254,900x900
viñetas/nutricion/grasas/grasas3.webp,271238,156246,1000x1000,900x900
viñetas/nutricion/grasas/grasas4.webp,651836,143952,1254x1254,900x900
viñetas/nutricion/integral/integral2.webp,452410,94290,1254x1254,900x900
viñetas/nutricion/integral/integral3.webp,339570,45630,1254x1254,900x900
viñetas/nutricion/integral/integral4.webp,514464,82192,1254x1254,900x900
viñetas/nutricion/intro/nutricomic1.webp,240242,139220,1000x1000,900x900
viñetas/nutricion/microbiota/microbiota1.webp,217164,106410,1000x1000,900x900
viñetas/nutricion/microbiota/microbiota2.webp,206548,110220,1000x1000,900x900
viñetas/nutricion/minerales/minerales1.webp,532550,84362,1254x1254,900x900
viñetas/nutricion/minerales/minerales2.webp,664878,116454,1254x1254,900x900
viñetas/nutricion/minerales/minerales3.webp,211660,97128,1000x1000,900x900
viñetas/nutricion/minerales/minerales4.webp,779570,188308,1254x1254,900x900
viñetas/nutricion/proteinas/proteinas1.webp,238794,130306,1000x1000,900x900
viñetas/nutricion/proteinas/proteinas2.webp,228012,119728,1000x1000,900x900
viñetas/nutricion/proteinas/proteinas3.webp,248888,136804,1000x1000,900x900
viñetas/nutricion/proteinas/proteinas4.webp,247362,131720,1000x1000,900x900
viñetas/nutricion/vitaminas/vitaminas1.webp,217754,115280,1000x1000,900x900
viñetas/nutricion/vitaminas/vitaminas2.webp,220462,113276,1000x1000,900x900
viñetas/nutricion/vitaminas/vitaminas4.webp,239182,129418,1000x1000,900x900
viñetas/psicologia/ace/ace1.webp,474880,55856,1254x1254,900x900
viñetas/psicologia/ace/ace2.webp,625598,92270,1254x1254,900x900
viñetas/psicologia/ace/ace3.webp,558502,84520,1254x1254,900x900
viñetas/psicologia/ace/ace4.webp,481362,80476,1254x1254,900x900
viñetas/psicologia/compromiso/compromiso1.webp,242712,54744,1254x1254,900x900
viñetas/psicologia/compromiso/compromiso3.webp,264144,62766,1254x1254,900x900
viñetas/psicologia/compromiso/compromiso4.webp,220098,52856,1254x1254,900x900
viñetas/psicologia/creencias/creencias1.webp,232050,90616,1000x1000,900x900
viñetas/psicologia/disociacion/disociacion1.webp,297030,76956,1000x1000,900x900
viñetas/psicologia/disociacion/disociacion2.webp,215430,51226,1000x1000,900x900
viñetas/psicologia/disociacion/disociacion3.webp,217630,38372,1000x1000,900x900
viñetas/psicologia/disociacion/disociacion4.webp,256864,61252,1000x1000,900x900
viñetas/psicologia/familia/familia1.webp,226832,67020,1254x1254,900x900
viñetas/psicologia/familia/familia5.webp,244972,65436,1254x1254,900x900
viñetas/psicologia/lineatiempo/lineatiempo1.webp,278772,70948,1254x1254,900x900
viñetas/psicologia/lineatiempo/lineatiempo2.webp,340370,93910,1254x1254,900x900
viñetas/psicologia/lineatiempo/lineatiempo3.webp,233598,77326,1254x1254,900x900
viñetas/psicologia/narrar/narrar1.webp,263832,80272,1254x1254,900x900
viñetas/psicologia/narrar/narrar2.webp,209814,58508,1254x1254,900x900
viñetas/psicologia/sintesis/sintesis3.webp,264026,116694,1000x1000,900x900
viñetas/psicologia/sufrimiento/sufrimiento1.webp,621508,73180,1254x1254,900x900
viñetas/psicologia/sufrimiento/sufrimiento2.webp,631576,88882,1254x1254,900x900
viñetas/psicologia/sufrimiento/sufrimiento4.webp,619080,87132,1254x1254,900x900
viñetas/psicologia/sufrimiento/sufrimiento5.webp,693954,116260,1254x1254,900x900
viñetas/psicologia/sufrimiento/sufrimiento6.webp,597972,78332,1254x1254,900x900
viñetas/psicologia/sufrimiento/sufrimiento7.webp,584616,84992,1254x1254,900x900
viñetas/tcm/elementos/portadaelementos.webp,212828,116198,1000x1000,900x900
viñetas/tcm/yinyang/yinyang.webp,230572,116762,1000x1000,900x900
